,id,song.full_title,song.artist_names,song.lyrics,UniqueWordsPercent,AlbumName,topic1,topic2,topic3,topic4,topic5,topic6,topic7
98,98,"O.K. by Mac Miller (Ft. Tyler, The Creator)","Mac Miller (Ft. Tyler, The Creator)",woo get em mac mac mac mac mac mac yeah mac mac get em ah i get it girl shake that body get em mac mac mac mac mac mac mac mac get em ah oh shit oh shit girl shake that body oh shit oh shit get em woah what do we have here woah people want to know how we could be that weird that weird how many hoe want to clean mac beard my beard i kill flow think i need that tear on a tattoo uh-huh my bitch suck she a vacuum let go fuck her in the a every time im in a bad mood uh aint get a choice no she do it cause she have to i hit it raw while im listenin to papoose woo no respect oh cause you wear a v-neck oh get me stress pressure that could even make keith sweat woo i wish narnia be on a gps i wish i wish rihanna be dtf bad bitch i get rich with these rap song song bought a drug problem now the cash go it all go album fill with all sad song but this the one that i can laugh on haha get em mac mac mac mac mac mac mac mac get em ah girl shake that body get em mac mac mac mac mac mac mac mac get em ah girl shake that body girl shake that body them a and totties i wan na see them cankles at my hotel lobby no nigga fuck you bitch why you so damn snobby uh-uh your a flatter than the back of my head i bought you dinner now it time to pay me back with some head or ima have my little sister beat the back of your head uh-uh im a grade-a douchebag im a dickhead asshole area where my gooch sag little momma get salty at me she start talkin tough so i call the wolf gang up they start to bark it up popped a hundred molly fifth of sherm think i be sparkin up a bottle of zima the bimmer i start parkin up see my nigga mac and he hopped in the back and then we jet to fatburger order some big mac motherfucker and bitch come with a gauge and she want my fade fuck you but im a bitch-ass nigga yeah so i say get em mac mac mac mac mac mac mac mac get em ah girl shake that body get em mac mac mac mac mac mac mac mac get em ah girl shake that body t-dollaz and mac meezy makin sure you nigga dont win like referee lookin for the bitch that love to suck peewee herman im a vermin and you could tell i golf with my hat bitch fuck thurnis um im at ihop to eat with tyler yum drink cocoa then double-team mariah let do that but please dont tell nick we be all watchin movie at a motel 6 okay like ha-ha ha-ha ha-ha-ha uh-huh i hope kendrick fuck gaga for real if madonna on the kabbalah then me and snoop could chill and be rasta i dont need prada to show you im rich pullin out the llama like show me your tit keep cryin cause i still aint over my bitch oh well itll be okay,0.41238938053097346,Watching Movies with the Sound Off (2013),0.0005,0.0005,0.0005,0.0005,0.0005,0.9972,0.0005
99,99,Claymation by Mac Miller (Ft. Vinny Radio),Mac Miller (Ft. Vinny Radio),uh bitch stay hatin this be claymation fuck up get away thats a vacation wan na get paid who doesnt though ima be a ghost take a polaroid bitch stay hatin this be claymation fuck up get away thats a vacation wan na get paid who doesnt though ima be a ghost take a polaroid picture fresh off a steroid swisher pistol at the peephole thats a paranoid nigga one of a kind though aint nobody close to me your a be straight over d ill bag it like grocery it whatever though whatever cross my mind hater get no watch i aint get the time vinny get more flow than a box of wine rare a a copper dime i get an awkward mind but it beautiful like russel crowe fire at the fingertip cant extinguish it shorty give me tight head without shrinkin it coolest kid out on my chuck inglish shit mac and vinny always get the people loose fall back strike back just like evil do the bird prey on u like eagle do it like claymation the way they bend and move uh bitch stay hatin this be claymation fuck up get away thats a vacation wan na get paid who doesnt though ima be a ghost take a polaroid bitch stay hatin this be claymation fuck up get away thats a vacation wan na get paid who doesnt though yeah ima be a ghost yeah take a polaroid picture monster and michael keaton im offin you while you sleep and you talkin but it so cheap and im popular for a reason i get a pool but it shark swimmin in the deep end dont get much sleep two minute to get a dream in be all you need it crazy the colony be lose at sea gettin wavy the rawest rapper baby forehead autographer on top of saturn im sendin shot from a rocket blaster believe me this be where genius live it most dope we holier than all of jesus kid but we speakin to heathen and all of these even stevens who dont need a reason just want a bitch they can feed with semen no need for sleepin cheeba gon keep me dreamin im fade be in cali a lil too long it get me jade hit japan and im instagrammin camera-shy samurai fuckin up a jerm beat teach you how to vandalize the bandana santana tie the sound amplify scream on kennywoods steel phantom ride my pocket fat im still lookin for some pant my size they over-analyze everything i fantasize we could have a conversation we could pantomime girl you could come a little closer put your hand in mine this life a prison it time to set you free watchin movie in silence describin what i see uh bitch stay hatin this be claymation fuck up get away thats a vacation wan na get paid who doesnt though ima be a ghost take a polaroid bitch stay hatin this be claymation fuck up get away thats a vacation wan na get paid who doesnt though ima be a ghost take a polaroid picture,0.45627376425855515,Watching Movies with the Sound Off (2013),0.0005,0.0005,0.0005,0.0005,0.997,0.0005,0.0005
100,100,Inside Outside by Mac Miller,Mac Miller,yeah yeah shoulda die already face i shoulda die already shit face yeah i shoulda die already face come in i be high already erybody trippin that my mind aint steady face for my sin shoulda be crucify already rah why the fuck you need me face dont you know how to fly already try and tell you that it aint real face tell em find that yeti a-ooh oh face motherfucker im that yeti and it all could end right now face i never be so ready face all my homies philosopher damn right yes yeah face all my homies philosopher woo and i dont need nobody yes i would love somebody though dont you ever get it fuck up face fuck yeah everybody wan na be god besides god he wan na be like u face we aint never sleep too much beat that pussy up she gon na need that trust face never see me in the street too much but on the inside im outside all the time face face yeah yeah yeah try and stay away from electric shock face that electric shock face im outside face face face yah face yah face yah face face face face face face face face,0.463768115942029,Faces (2014),0.0011,0.0011,0.0011,0.9933,0.0011,0.0011,0.0011
101,101,Here We Go by Mac Miller,Mac Miller,be without fear in the face of your enemy be brave and upright that god may love thee speak the truth even if it lead to your death safeguard the helpless and do no wrong this be your oath yeah yeah say hows it feel can you feel it uh polo pajama i think i make it i show my mom my first million she damn near faint the rich and famous so nice to make your acquaintance the legend put out their late i feel that it sound outdated im the hardest workin person in the universe temptation victim to the church of lucifer internet rapper aint shit when no computer work you spent your whole advance on two chain and a gucci verse a gucci verse im the great admit it im the great and i dont hold a grudge against anybody who hate it im underrated dont fit on nobody playlist if i aint in your top ten then you a racist cocaine ether creates a strange creature they wasnt hearin me til i fuck with a brainfeeder im still playin it out the same speaker i do it all without a drake feature so many thing that ive create but this right here might be my favorite they ask me how i feel i say amazin i feel amazin so many thing that ive create but this right here might be my favorite yeah brand-new home i think i make it key to the city i keep to open the gate wit a briefcase with a million under the pavement thats just on some rainy day shit yeah the kid gettin murder that i grow up wit they shootin up doin drug or they doin nothin my girl parent still livin out in the hood i come through in that new bimmer like the shit all good damn im just a human let me make mistake shit have change aint little malcolm with the baby face even my homies tell me take a break they know it aint their place and this a day i hate to waste tryna be a legend by tomorrow they say i cant im determine to prove em wrong though im not perfect but they aint either i do it all without a jay feature,0.5260416666666666,Faces (2014),0.0007,0.0007,0.0007,0.0007,0.0007,0.9955,0.0007
102,102,Friends by Mac Miller (Ft. ScHoolboy Q),Mac Miller (Ft. ScHoolboy Q),one two three pop pop one two three pop pop one two three pop pop mr davis one two three pop pop okay yeah woo okay okay yeah okay okay-kay-kay-kay-kay-kay-kay-kay-kay woo okay okay yeah um snowflake keep fallin on my expire debit card dont know why im still awake i get ta be up at ten tomorrow missile in my repertoire id say im pretty regular i never leave my house i dont know why i get an extra car skrt my pool-house studio be cover up with pencil mark and every day it full of joker like a deck of card hahaha swear im so lonely there horn on my dome piece dome piece but im not the devil im a motherfuckin minotaur oh my god look at how upset you be cause we out here winnin brought my dog from out the reservoir hoo and ima let em bark before you ready my set will start we forgot our root before and trust me thing they fell apart wash myself with acid it because i get a denim heart my conscience so weak i need to split it up in seven part okay revis brought me out to cali for the first time go to amares party take tequila shot with kevin hart ah but kevin dont remember that i saw him at the vmas told a joke he never laugh um the rap diablo free your mind my motto and we all gon be good if treejay ever hit the lotto we mufuckin rich so arigato shit you know im world-famous and r kelly be told me that im the world great youre the world great but still to fall in love be like a orgasm cause you never gon na know if your girl fake it im always fade gettin shade in the basement i just bought a cello now all i do be play it play it thank god that i make it make it ask q where dave be where be he hell probably tell you that he rollin midnight out in vega seven midnight me im in my spaceship my face be so complacent wear a suit to cash a check we goin to the banquet ching and jimmy get the burner bow but he dont wan na murder and clockwork be somewhere out in sweden speak danish like hi sven goddamn isnt this your language that man must be a alien i really cant explain it shit it just a little cocaine sniff snort but the line longer than parade be ah yeah i think it time to give me all your praise praise so i can get this money and give all the homies raise raise my life be on these word this be my affidavit wow and if you want a legal battle send your a to david thats my lawyer um im half-man half-amazin probably half-god but that dont fit my calculation dont make no sense i know the planet earth be bout to explode kinda hope that no one save it we only grow from anguish yeah miller mac miller mac haha yeah these be my friend miller mac miller mac mac miller mac mac miller mac mac mac mac miller mac miller miller miller miller mac mac mac miller mac mac miller mac miller miller mac mac miller mac yeah haha miller mac miller mac i see you mac these be my friend miller miller miller miller there snowflake fallin on my debit card swear im not alive i couldnt tell you if we ever be in this game of throne it be know i get them 4g lte connection bar no control fuck ken lamar fuck you kendrick i dont vote i never register nah but im a magnet for them zero call me edward sharpe woo i wake up feelin dead i need a fresher start so me and q put people on the label we dont remember ah okay smile a i saw jerm nerdin out with josh berg talkin analog gear and drinkin arnold palmer those be good in the other room watchin c-span with e dan layin down a baseline doin drum with his free hand how the hell do he do that when i be in first grade i wish to be puerto rican my mom take me to a barbershop to get some cornrows i walk in ready for them sprewell braid but the lady say my hair be too short though aw damn i always thought my mom be the illest for that shit yah drivin through the hood she do not have a reaction skrt with a six-year-old she kept the door unlocked and drove by the 5-0 like fuck those cop goddamn it just dont stop nah i know my father probably wish that i would just smoke pot my grandma probably slap me for the drug i get boy im a crackhead but i bought her diamond we love rock aight yeah miller mac miller mac haha yeah these be my friend miller mac miller mac mac miller mac mac miller mac mac mac mac miller mac miller miller miller miller mac mac mac miller mac mac miller mac miller miller mac mac miller mac yeah haha miller mac miller mac i see you mac these be my friend miller miller miller miller yeah ive have the same outfit for six day straight gross and still all these bitch will get in position cause i get their pussy all drippin in paint woo somehow im makin this music it just to relate to damn youre drownin and i get the life raft aint gon na save you look at my reflection woah i broke the mirror it only for protection okay shit keep gettin weirder weirder and i cant see a thing but woah thing never be clearer yeah call the mothman it richard gere it richard motherfuckin gere yeah this be our year let get fuck up and get the fuck up outta here be go ive kick it with the alien a different stratosphere et phone home they lookin down like we come in peace oh me too yeah i told will and bill they need to kick the habit put it down we on the same trip we just get different baggage that trip be brown park spill the grape juice on all of dylan dad shit grape juice we be just some motherfuckin kid woo yeah miller mac miller mac haha yeah these be my friend miller mac miller mac mac miller mac mac miller mac mac mac mac miller mac miller miller miller miller mac mac mac miller mac mac miller mac miller miller mac mac miller mac yeah haha miller mac miller mac i see you mac these be my friend miller miller miller miller,0.38165938864628823,Faces (2014),0.0002,0.0002,0.0002,0.0002,0.0002,0.9987,0.0002
103,103,Angel Dust by Mac Miller,Mac Miller,yeah yeah um uh lady and gentleman yeah whew that drip yeah okay writin on writer block havent slept in day they wan na put me in the psycho watch everyones afraid of what i do inside my studio worried ima lose control they rufflin my feather and they shufflin the yu-gi-oh execution flow at your neck like new cologne uno do bitch im in your head like freddy krueger though my brain fry always chasin the same high im too fuck up to function do nothin but waste time woke up annihilate lyin on the pavement cover in item i regurgitate under a fire escape and i know that it friday cause every friday they have a parade in-front of city hall hear em celebrate they havin a ball my pupil dilate highly dehydrate im lose inside a giant matrix isolate myself from eye i find contagious jump above the comedown im strung out noddin off inside the dugout dont be scar just come with me yeah feel so good to feel this free what be you afraid of tell me what you make of what be you afraid of it just a little angel dust la-da-da-da-da-da-da-da la-da-da-da la-da-da just a little angel dust la-da-da-da yeah la-da-da-da yeah la-da-da-da ayy it just a little angel dust yeah im playin hot potato on a winnebago the chip be stale they taste okay though when they dipped in queso and whats an angel with a missin halo she would drop outta school to take a trip to dayglow found a twenty layin by the sewer rat you know little stuart hasnt be in any movie lately he spent his paycheck on cocaine and latex his agent workin hard to try and book him a commercial what i do should not concern you do this til i turn blue not eric sermon im more merlin curse turn em into bird food hurry to make the first move im walkin like herschel and now we at the end of verse two oh dont be scar just come with me yeah feel so good to feel this free what be you afraid of woo tell me what you make of yeah what be you afraid of it just a little angel dust la-da-da-da-da-da-da-da yeah la-da-da-da la-da-da say it just a little angel dust la-da-da-da la-da-da-da la-da-da-da ayy it just a little angel dust dont fuck with the angel dust dont fuck with the angel dust please dont fuck with the angel dust oh please dont fuck with the angel dust aw shit,0.5046728971962616,Faces (2014),0.0006,0.0006,0.9962,0.0006,0.0006,0.0006,0.0006
104,104,Malibu by Mac Miller,Mac Miller,the good time can be a trap oh yeah ha-ha-ha oh hell no yeah yeah not here stck scheie check myself into rehab yeah yeah um i might die before i detox you piece of shit now thats a bar ima save that one for a little bit you piece of shit but let me come in withwith somethin else you feel me yeah yeah here we go it air jordan on my flip-flop woo and kill me now if i do it all for hip-hop k-ch blaow i might die before i detox this aint high school no little asian i can cheat off mimimimimimimimi we keep chiefin while police watch woo loss in vibration siren blowin up the weed spot ha yeah the heisman hopeful all growin up to be cop chasin after gangster but they never find the g-spot oh im recordin like ill die tomorrow die at the rate im gettin high itll be hard for me to find tomorrow find but i just pray that ill survive tomorrow oh my god a she cry in sorrow oh my god she just need some time to borrow shell be smilin by tomorrow everything will be so fine tomorrow yeah put the white away we can do some line tomorrow come say hi to morrow hello well ill be damn if this aint some shit well ill be damn if this aint some shit here i be oh i know you see me here i be yeah and ill be damn if this aint some shit but here i be im the only suicidal motherfucker wit a smile on ching let hold hand and sing the bible thats a violent psalm the high-strung eyes-low ride along everybody grab a fuckin number this a dieathon mimimimimi kill me oh im the bomb hell yeah literally back away im the bomb ka-plow let me get my lion on growl yeah okay eighty-five grand get you a heavy-ass wrist bling they aint killin they just yellin thats it ah a deadly combination with that ecstasy sniff uh on the phone probably yellin at rich come on man say double the money double the money please double the money double the money triple the problem double the money they be all laughin wasnt that funny hahahaha i start fuckin with drug and now im a junkie the u-s of a i fuck with my country but uncle sam could never teach me how to dougie oh oh im thinkin til my brain pop spittin be a cakewalk woah im just a rapper guess im stickin to my day job woo wiz gettin fade come and kick it at a bakeshop everything be a-1 steak sauce hahaha oh thank god goddamnit thank god thank god here i be and ill be damn if this aint some shit here i be and ill be damn if this aint some shit,0.4702258726899384,Faces (2014),0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.9966
105,105,What Do You Do by Mac Miller (Ft. Sir Michael Rocks),Mac Miller (Ft. Sir Michael Rocks),this tambourine shaker man i think im eric andre man i think im louis ck man i think so therefore i be man it 8am man my mind be an emporium of cute naked hoe my brother one of the only one i can confide in it aint no water in the pool go head and dive in dive in i toot my horn i blow my bugle i recycle i say free beluga whale on youtube what do you do okay the pussy like trouble cause im in it often a drug habit like philip hoffman will probably put me in a coffin but down the slope in my toboggan three day delirium gettin weirder than austin now it seven in the morning this rapper life be so boring still at it the drug absorbent endorphin addict yeah the evil follow me i get a devil magnet i know a bitch wholl let you fuck her for coachella pa oh so pompous the ambiance you remind me of the lobby of the mondrian i saw you meditatin get your gandhi on if she get that stank pu then i wont be long never lose your mind cause insanity be brutal life be just like college all you have your noodle mirror mirror on the wall im star at a dead man me and mikey go back like bron-brons headband the white american hiding from the aryan new tibetan mastiff and he hate it when you stare at im jump in the jacuzzi on yeah say i fuck witchu the long way i love you more than kanye love kanye and im a slave to the w i dont hang with loser im in the suburb doin drive-bys on razor scooter it my first try swear i get a third eye it work time i sell the coke to student out in irvine ehh come off the high listen to jamiroquai why we go through hell when we tryna get to paradise it like we aint scar of death but we scar of life it like we shootin for the star but we scar of height im in-doors pair of gym short with the sith lord we might go bowling later maybe play connect 4 get high fuck her with the tech deck callin local middle school and send in some death threat hey look when i tell you this i mean this seriously from the bottom of my heart i need the briefcase in 15 minute or everybodys finish i love my powder white prefer my bitch black im gettin lit with dah you dont see u in the back no longer little mac a briefcase with a million cash oh yeah let me off at the top let me off at the top let me off at the top let me off at the top let me off at the top let me off at the top let me off at the top let me off at the top let me off at the top we can keep ridin for now let me off at the top the road keep windin around let me off at the top oh im high a the cloud let me off at the top hey motherfucker shut your motherfuckin mouth yeah sure theyre terrific athlete,0.4755877034358047,Faces (2014),0.0005,0.0005,0.0005,0.0005,0.9968,0.0005,0.0005
106,106,It Just Doesn't Matter by Mac Miller,Mac Miller,theyve get the best equipment that money can buy hell every team theyre send over here have their own personal masseuse not masseur masseuse but it doesnt matter do you know that every mohawk competitor have electrocardiogram blood and urine test every forty-eight hour to see if there any change in his physical condition do you know that they use the most sophisticated training method from the soviet union east and west germany and the new olympic power trinidad tobago but it doesnt matter it just doesnt matter it just doesnt matter i tell you it just doesnt matter it just doesnt matter it just doesnt matter it just doesnt matter it just doesnt matter it just doesnt matter it just doesnt matter even if we win if we win ha even if we win even if we play so far over our head that our nose bleed for a week to ten day even if god in heaven above come down and point his hand at our side of the field even if every man woman and child held hand together and prayed for u to win it just wouldnt matter yeah yeah um um jumpin out the camino just left the gas station smell like hot cheetos recordin soft-core on her tivo ma the meatloaf re-smoke get a vegan bitch in the peace corp all she ever do be ask me what i eat meat for hold up pause always over the quota bos wake up in polo sleep in lacoste travel across the world but that didnt phase me couple people that i know that happen to play me once they start to realize that im actually crazy shit im actually crazy um and q phone gettin blown up by lyor cohen christian dior nothin im ownin go to hawaii fuck with samoan get fade and sleep in the ocean keep it in motion im rollin yeah yeah yeah im rollin keep it in motion im rollin yeah and your bitch wearin elbow pad sell her pussy over melrose ave ive be to hell and back tryna get attach to my well half never that the smile so go so bring the coke on im high than voltron with a bunch of gold on caucasian still love me like my name be michael bolton hold on do you fuckin dirty like the soap go froze on it bone chillin colder than the pope secret old than capone demon comin from a place where there be no jesus walkin bo-hemoth i increase the feces cause shit real fly into your windshield and get kill buggin out have it all im nothin now i just give it away fuck a label cain and abel put a name to a face um yeah i bust your speaker with some bullshit rap im on drug all my new shit wack remember that i aint shit but a fraud but everyone i know aint nothin to a god but everyone i know aint nothin to god,0.5158730158730159,Faces (2014),0.0006,0.0006,0.0006,0.0006,0.9967,0.0006,0.0006
107,107,Therapy by Mac Miller,Mac Miller,just so pittsburgh man so hows it feel can you tell me how it feel now it real so can you tell me how you feel can you tell me how it feel can you tell me how it feel to come and hang around a motherfucker like me how it feel to come and hang around a motherfucker like me hows it feel so can you tell me hows it feel can you tell me how it feel to come and hang around a motherfucker like me how it feel to come and hang around a motherfucker like me yeah say baby what you doin tonight hello we could watch the world get ruin tonight livin this life get you flexin feelin colder than ice let it melt a we follow all the stupid advice and i dont usually like okay to be this honest wit ya honest wit ya i must have lose the picture lose the picture gim me a box of swishers room full of obnoxious bitch get you why you lyin to me just grab your lady that mercedes all kind of roomy and when the time be gloomy hit me up i can make you feel like that perfect girl you wish you be huh be givin you that feelin like when christmas come when christmas come i just take all of my problem throw em in the blunt light em up and watch em float away ayy that smoke watch em float i can take you anywhere that you wan na go can you dream can you tell me hows it feel hows it feel hows it feel hows it feel can you tell me how it feel to come and hang around a motherfucker like me hows it feel how it feel to come and hang around a motherfucker like me hows it feel hows it feel hows it feel can you tell me how it feel hows it feel yes hows it feel to come and hang around a motherfucker like me hows it feel yes hows it feel okay say im back on these rap song okay feelin theyre never gon na last long okay get a shortcut baby ill pa on it my dick throw your a on it blaow pa the time ask for my alibi tryna tell you i need that i need that just relax just relax put that money in my motherfuckin hand in my hand take another pull goddamn goddamn aint part of the plan like a car in a van im rollin im feelin good im golden my man my man let me just do my dance my dance cause motherfucker this my jam say this my jam this my jam this my mother fuckin jam how many time you bout to let them opportunity pa you by i use to be a pretty passive guy since before i be a goddamn mastermind uh-huh woo in that castle of mine i come up in half the time a these lame fuck you cant rush that greatness that mansion where my maid life like woah watch em float i can take you anywhere that you wan na go that you wan na go can you dream can you dream can you tell me hows it feel hows it feel hows it feel hows it feel can you tell me how it feel to come and hang around a motherfucker like me hows it feel how it feel to come and hang around a motherfucker like me hows it feel hows it feel hows it feel can you tell me how it feel hows it feel hows it feel to come and hang around a motherfucker like me hows it feel hows it feel ha hows it feel hows it feel hows it feel hows it feel well can you tell me hows it feel hows it feel can you tell me how it feel hows it feel please hows it feel to come and hang around a motherfucker like me hows it feel hows it feel ha,0.26500732064421667,Faces (2014),0.0004,0.0004,0.0004,0.0004,0.0004,0.9974,0.0004
108,108,Polo Jeans by Mac Miller (Ft. Earl Sweatshirt),Mac Miller (Ft. Earl Sweatshirt),yeah no fuck when i go nut give no fuck when i go nut cause i smoke dust overdose on the sofa yeah i give no fuck when i go nut cause i smoke dust overdose on the sofa dead woke up from a coma pour up with a soda smoke go back to bed never thought id be such a loner i tell my bitch that i fuckin own her my neighbor daughter just get a dog ima run it over im a fuckin soldier so cold bruh fuck pneumonia all my bitch get love for sosa i just wan na fuck rosa acosta then disappear in southern california strung out til the night im chillin everybody worried that the light might kill em uh feel ya sight slippin long line of those white woman im with the homies bump counting crow just go through a half ounce of coke blood pourin all out my nose dont tell my mom i get a drug problem im fuckin high-ly publicize when the sun go down i come alive cause the gun go off in the summertime the gun go off in the summertime blaow this another motherfuckin rap song broke and crazy rich and famous doesnt last long spent all my cash on a broken dream go from weed and liquor to the coke and lean all-all-all i gots this mansion and this potpourri but dont i look so handsome in these polo jean dont-dont-dont i look so handsome in these polo jean woah i blow a spliff before the ink dry on the paper and lately i dont like shit i be inside on the daily gettin waste a the time that im spendin high and sedate im puttin five in his face because we dont buy into bullshit a soon a it flashin light then it kush to hide in the bush i do this shit out of spite cause there nigga that overlook me forever im more content with dark and stormier weather flip the fuckin cross on your rosary we suppose to be well but here a toast to your effort and dont approach me with nothin that isnt money or breakfast im close to chokin a pussy pussy sweaty man you best have bet your bottom dollar on him with a couple nigga weighin sess like it a lot of option fifteen on me for soda and swishers and who the shit a bag of chip and a colon decleanser im over bitch tryna act like i owe em a picture rather introduce these hoe to vince who could show you a pistol listen st be the old initial bend rap game tighter than boa constrictor rollin stone like a boulder ravin im so impatient and goin dumb a disclosin my fuckin home location to total stranger no love in my heart for copper blood from my lung on the sink cashin out off the garment the artist fuck what you think the skyll turn black and the carrion could pick at my flesh when i rest tell em bury me adrift this another motherfuckin rap song broke and crazy rich and famous doesnt last long spent all my cash on a broken dream go from weed and liquor to the coke and lean all-all-all i gots this mansion and this potpourri but dont i look so handsome in these polo jean dont-dont-dont i look so handsome in these polo jean woah it the official drug user soulo it ab-soul jack listen yo,0.48639455782312924,Faces (2014),0.0005,0.0005,0.0005,0.0005,0.0005,0.9972,0.0005
109,109,Happy Birthday by Mac Miller,Mac Miller,bum-ba-da-bum-bum yeah yeah yeah okay there a birthday party happenin upstairs where and it all for me who the fuck care fuck it they wont notice if i never go and show my face face they just lookin for a reason they can celebrate thats okay i hate to waste the vanilla cake that they make for me tasty i tell the same story they pretend they never heard em boring ill just stay down here inside the studio uh-huh doin blow and paraphrasin the crucible witch if you fuckin with the god thats a funeral kill em lose your soul im witcha longer than your student loan woah who get the ecstasy pill i need a few to roll raw im a real drug addict homie you should know somebody please tell jimmy to put the pistol down stop man please please please please he serious this time he gon na kill me now bapapapapam ah hell regret it when i hit the ground what do i do for now everybody gather round it happy birthday woo it a birthday party yeah yeah happy birthday sing me a motherfuckin song it your birthday party sing me a motherfuckin song yeah happy birthday yeah it your birthday party come on happy birthday come on come on yeah happy birthday come on come on yeah okay happy birthday thanks how the fuck you feel good do you ever sit and wonder what be real huh do you ever reach to touch her but there nothin there there do you tell her that you love her but she doesnt care care do she tell you that you hurt her and youre unaware no do you hear about a heaven now you runnin there go do you think about the fantasy and make-believe okay do you cover up your eye you cant wait to see look lately ive be havin strange dream uh-huh paranoid they hate me everybody think im crazy baby can you take me somewhere where the sky blue uh-huh you can lead the way i promise ill be right behind you let go let go let go i do see myself a iconic yah gettin high my downfall it kinda ironic like a condom they on it woah get em in my pocket woah no time to worry hurry up and light the candle everybody happy birthday woo it a birthday party sing me a motherfuckin song yeah happy birthday sing me a motherfuckin song it your birthday party everybody sing along yeah happy birthday sing me a motherfuckin song it your birthday party everybody sing along come on happy birthday come on yeah happy birthday uh come on come on come on come on woo happy birthday to you happy birthday to you happy birthday to you to you woo-hoo,0.416135881104034,Faces (2014),0.0006,0.0006,0.7541,0.1292,0.0006,0.1144,0.0006
110,110,Wedding by Mac Miller,Mac Miller,ah ah fuck me good baby you well than any man before ah ah fuck me good baby you well than any man before yeah yeah yeah my bitch can tell that im addict to pussy she lookin past it the smile that she fakin be tragic hate lookin at it that magic i try to grasp it shes have it with the dramatics fantasize of love so classic attract to what she get up in her attic can we mind fuck do i lie when i look inside her eye hush dont say a word i know i make you hurt sorry be my favorite word i dont deserve your trust but can we make it work i hate to end the story can we wait until the morning to decide on it spend this time pretendin it be that first summer we be pure lover she be use to bein hurt i take that curse from her sometimes i wonder what it all for you wish that i would call more youre sick of seein condom in my sock drawer love turn to war so quickly i envision u married and fifty couple of kid that we drop off at little league im addict to you you only want the best i need to listen to you im fuckin other girl wishin it you yeah fuck the bullshit we in love im a mess but can you clean me up girl im the bad yeah i know that im the bad yeah but youre somethin i cant lose let me just tell you the truth thatd be a first yeah girl im the bad yeah i know that im the bad dont know what i get ta do just love you so much that it hurt yeah um and i see you fallin victim to the thirst all the sin you commit you could prolly use a couple minute in church but for what it worth i think youre perfect there an angel hidin underneath your surface yeah the woman of my dream im lookin at her sleep the pussy right in front of me i shouldnt be so weak what do i do to deserve a love like this you see her shinin thats my sunlight bitch im sick of fightin that smile be so invitin i see you every time im writin im losin to all my vice they kickin my a i hold on to this feelin i wish it would last dont wan na lose you for some evil i do in the past you knew i fuck that bitch and you didnt react girl it me and you how simple be that you give me all your love now im givin it back but i know that girl you the bad yeah you know that you the bad but im somethin you cant lose if you just told me the truth thatd be a first but girl you the bad yeah you know that you the bad every time you say you sorry everything you do just feel like it rehearse,0.39575289575289574,Faces (2014),0.0007,0.0007,0.0007,0.0007,0.0007,0.9961,0.0007
111,111,Funeral by Mac Miller,Mac Miller,yeah yeah can you turn up my headphone yeah yeah yeah this music go with my funeral yeah yeah music go with my funeral a-hem yeah i say say i be raise inside this gritty city ridin through you probably miss me my bicycle fell i hit the road the mailman almost hit me all these sin be more than shitty i just pray the lord forgive me doin drug be just a war with boredom but they sure to get me my side-bitch be sort of pretty but she get enormous titty know im worth a fortune she just want a brand new porsche or bentley have a few abortion unfortunately i force them lord know ill turn a child to an orphan when im tourin im more than what i think of myself i really have to be sit at home and drink by myself my thought harassin me actually a a matter of fact she aint gettin back to me a shame that my tragedy my masterpiece yeah trap inside these dream of mine just tryna get some peace of mind yeah ive be trap inside these dream of mine so youll never get a piece of mind this the last last day day of my life of my life of my life of my life party like it the last last day day of your life of your life of your life of your life this the motherfuckin last last day day of my life of my life of my life of my life party like it the last last day day of your life of your life yeah yeah see we swallow in this web of lie never try to exercise you use to be a fantasy but now i guess it televise i heard the legend never die oh this lonely hell of mine there never be a well time to well myself forever i melt and float away like wave in the ocean starin inside of heaven eye the gate will never open im smokin on this field of hope waitin til my deal get close i keep gettin hotter but all i seem to feel be cold twenty-two dont feel so old but i think im eighty-two you mean to tell me god take seven day and all he make be you im out here with the kangaroo makin danger break the rule celebrate my date of birth with acid get the day confuse happiness i take from you searchin for the naked truth im not awake im in a lake ill swim away with you bitch check out the butterfly if you the truth then what the fuck be i yeah this the last last day day of my life of my life of my life of my life party like it the last last day day of your life of your life of your life of your life this the motherfuckin last last day day of my life of my life of my life of my life party like it the last last day day of your life of your life yeah say where be you goin where be you head where be you goin can i come can i come,0.39371534195933455,Faces (2014),0.0006,0.0006,0.0006,0.0006,0.9965,0.0006,0.0006
